passenger_id,age_group,gender,nationality,residence_country,residence_region,income_band,spending_power_proxy,household_type,occupation_type,language,life_stage,segment_label,preferred_route_cluster,preferred_travel_context,preferred_product_category,repeat_propensity,price_sensitivity_level,source_assumption_id
psg_0620,35-44,Female,United Kingdom,Sweden,Northern England,upper_mid,upper_mid,couple,self_employed,English,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.425,medium,src_tourism_stats_01
psg_0621,65-74,Prefer not to say,Germany,Germany,London and South East,high,very_high,family_with_children,professional,English,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.41,low,src_tourism_stats_01
psg_0622,35-44,Female,Germany,United Kingdom,Western Europe,mid,very_high,couple,manager,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.322,low,src_tourism_stats_01
psg_0623,25-34,Female,Germany,Germany,Regional UK,low,lower_mid,couple,early_career,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.247,high,src_tourism_stats_01
psg_0624,35-44,Female,United Kingdom,Sweden,Northern England,mid,upper_mid,family_with_children,manager,German,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.475,medium,src_tourism_stats_01
psg_0625,35-44,Male,Germany,United Kingdom,Western Europe,upper_mid,mid,couple,other,Dutch,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.285,medium,src_tourism_stats_01
psg_0626,25-34,Non-binary,Sweden,United Kingdom,London and South East,mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.368,high,src_tourism_stats_01
psg_0627,25-34,Non-binary,France,France,German North,mid,mid,shared_household,manager,French,early_career,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.37,medium,src_tourism_stats_01
psg_0628,45-54,Male,Ireland,United Kingdom,German North,upper_mid,mid,family_with_children,self_employed,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.409,medium,src_tourism_stats_01
psg_0629,75+,Male,United Kingdom,United Kingdom,South East England,upper_mid,high,retired_couple,other,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.278,low,src_tourism_stats_01
psg_0630,25-34,Female,Netherlands,Netherlands,Nordics,high,mid,family_with_children,manager,German,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.359,medium,src_tourism_stats_01
psg_0631,55-64,Male,Germany,Netherlands,Western Europe,high,high,single,retired,English,working_adult,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.303,low,src_tourism_stats_01
psg_0632,45-54,Male,United Kingdom,France,Nordics,upper_mid,mid,couple,other,German,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.329,medium,src_tourism_stats_01
psg_0633,35-44,Female,France,Germany,Western Europe,mid,upper_mid,multi_generational,professional,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.456,medium,src_tourism_stats_01
psg_0634,65-74,Female,United Kingdom,Germany,Western Europe,upper_mid,high,retired_couple,other,Danish,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.253,low,src_tourism_stats_01
psg_0635,18-24,Male,United Kingdom,United Kingdom,Western Europe,lower_mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.408,high,src_tourism_stats_01
psg_0636,45-54,Male,Germany,Netherlands,Western Europe,lower_mid,lower_mid,single,service_worker,Dutch,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.306,high,src_tourism_stats_01
psg_0637,55-64,Male,United Kingdom,Netherlands,Nordics,high,very_high,couple,manager,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.419,low,src_tourism_stats_01
psg_0638,18-24,Non-binary,Netherlands,Netherlands,London and South East,mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.322,high,src_tourism_stats_01
psg_0639,65-74,Male,Denmark,Netherlands,Channel Islands,mid,high,couple,retired,German,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.256,low,src_tourism_stats_01
psg_0640,55-64,Female,United Kingdom,Netherlands,London and South East,mid,very_high,couple,consultant,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.369,low,src_tourism_stats_01
psg_0641,25-34,Female,United Kingdom,United Kingdom,Nordics,mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.361,high,src_tourism_stats_01
psg_0642,25-34,Non-binary,United Kingdom,France,Western Europe,lower_mid,moderate,single,service_worker,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.359,high,src_tourism_stats_01
psg_0643,55-64,Male,France,Netherlands,Western Europe,high,high,couple,professional,French,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.494,low,src_tourism_stats_01
psg_0644,25-34,Male,Netherlands,France,Regional UK,lower_mid,lower_mid,couple,other,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.308,high,src_tourism_stats_01
psg_0645,45-54,Male,France,Netherlands,Nordic Capitals,upper_mid,high,single,manager,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.514,low,src_tourism_stats_01
psg_0646,25-34,Male,United Kingdom,France,Nordic Capitals,mid,high,shared_household,professional,English,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.534,low,src_tourism_stats_01
psg_0647,45-54,Non-binary,France,Germany,Western Europe,upper_mid,upper_mid,family_with_children,other,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.442,medium,src_tourism_stats_01
psg_0648,45-54,Male,United Kingdom,United Kingdom,South East England,mid,mid,family_with_children,professional,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.397,medium,src_tourism_stats_01
psg_0649,25-34,Male,France,United Kingdom,South East England,mid,mid,family_with_children,manager,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.405,medium,src_tourism_stats_01
psg_0650,18-24,Female,Netherlands,France,Western Europe,mid,lower_mid,single,student,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.276,high,src_tourism_stats_01
psg_0651,35-44,Male,United Kingdom,Germany,South East England,high,mid,couple,professional,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.454,medium,src_tourism_stats_01
psg_0652,35-44,Female,Ireland,United Kingdom,Scandinavia,mid,mid,shared_household,self_employed,French,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.411,medium,src_tourism_stats_01
psg_0653,35-44,Female,France,Germany,Western Europe,high,mid,family_with_children,other,French,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.352,medium,src_tourism_stats_01
psg_0654,25-34,Female,Netherlands,France,Western Europe,low,lower_mid,shared_household,early_career,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.267,high,src_tourism_stats_01
psg_0655,18-24,Male,United Kingdom,Netherlands,Western Europe,high,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.321,high,src_tourism_stats_01
psg_0656,45-54,Female,Sweden,Netherlands,Western Europe,high,very_high,couple,professional,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.32,low,src_tourism_stats_01
psg_0657,75+,Male,Netherlands,France,Nordics,high,high,couple,other,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.249,low,src_tourism_stats_01
psg_0658,25-34,Male,Germany,United Kingdom,Nordics,upper_mid,moderate,single,student,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.374,high,src_tourism_stats_01
psg_0659,25-34,Prefer not to say,Netherlands,United Kingdom,London and South East,lower_mid,moderate,shared_household,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.364,high,src_tourism_stats_01
psg_0660,45-54,Female,France,France,South East England,high,mid,couple,professional,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.459,medium,src_tourism_stats_01
psg_0661,45-54,Male,France,France,German North,upper_mid,mid,couple,skilled_trade,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.375,medium,src_tourism_stats_01
psg_0662,18-24,Male,United Kingdom,Netherlands,Western Europe,lower_mid,moderate,couple,other,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.354,high,src_tourism_stats_01
psg_0663,35-44,Male,Denmark,Netherlands,Nordics,mid,upper_mid,multi_generational,manager,Danish,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.423,medium,src_tourism_stats_01
psg_0664,45-54,Female,Germany,France,Western Europe,upper_mid,very_high,couple,professional,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.343,low,src_tourism_stats_01
psg_0665,25-34,Female,France,Denmark,Western Europe,lower_mid,moderate,single,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.365,high,src_tourism_stats_01
psg_0666,25-34,Non-binary,Germany,Germany,London and South East,lower_mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.297,high,src_tourism_stats_01
psg_0667,45-54,Prefer not to say,Germany,Ireland,German North,upper_mid,mid,couple,professional,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.364,medium,src_tourism_stats_01
psg_0668,45-54,Female,United Kingdom,Sweden,Northern France,mid,mid,couple,professional,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.427,medium,src_tourism_stats_01
psg_0669,35-44,Female,Germany,United Kingdom,Western Europe,upper_mid,upper_mid,family_with_children,professional,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.496,medium,src_tourism_stats_01
psg_0670,35-44,Non-binary,Netherlands,France,Western Europe,mid,high,single,manager,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.535,low,src_tourism_stats_01
psg_0671,35-44,Male,United Kingdom,France,Western Europe,upper_mid,upper_mid,family_with_children,teacher,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.427,medium,src_tourism_stats_01
psg_0672,55-64,Male,France,Germany,German North,mid,mid,family_with_children,manager,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.361,medium,src_tourism_stats_01
psg_0673,35-44,Female,France,Germany,Nordic Capitals,upper_mid,high,single,professional,Dutch,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.534,low,src_tourism_stats_01
psg_0674,45-54,Male,Sweden,France,Northern France,upper_mid,mid,shared_household,skilled_trade,French,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.379,medium,src_tourism_stats_01
psg_0675,65-74,Female,United Kingdom,United Kingdom,South East England,upper_mid,high,retired_couple,retired,German,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.354,low,src_tourism_stats_01
psg_0676,45-54,Female,United Kingdom,Sweden,Northern France,mid,mid,family_with_children,professional,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.383,medium,src_tourism_stats_01
psg_0677,45-54,Female,United Kingdom,United Kingdom,London and South East,high,high,shared_household,professional,French,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.461,low,src_tourism_stats_01
psg_0678,25-34,Prefer not to say,United Kingdom,Germany,London and South East,upper_mid,moderate,single,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.319,high,src_tourism_stats_01
psg_0679,35-44,Prefer not to say,Ireland,Ireland,German North,mid,lower_mid,single,student,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.315,high,src_tourism_stats_01
psg_0680,35-44,Female,Netherlands,Denmark,Northern England,mid,upper_mid,family_with_children,professional,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.485,medium,src_tourism_stats_01
psg_0681,25-34,Male,Germany,Germany,Scandinavia,high,mid,family_with_children,professional,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.44,medium,src_tourism_stats_01
psg_0682,25-34,Male,Germany,Netherlands,Western Europe,mid,moderate,single,early_career,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.376,high,src_tourism_stats_01
psg_0683,55-64,Male,Denmark,Netherlands,South East England,upper_mid,high,couple,other,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.277,low,src_tourism_stats_01
psg_0684,25-34,Prefer not to say,United Kingdom,France,Regional UK,low,lower_mid,couple,service_worker,French,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.276,high,src_tourism_stats_01
