response_id,synthetic_data_notice,raw_defect_type,age_band,gender,residence_region,party_composition,household_income_band,accessibility_needs,route_region,route_corridor,travel_type,direction,trip_purpose,vehicle,sailing_duration_band,accommodation,booking_channel,travel_frequency,completion_seconds,disruption_experienced,mot_price_value,mot_convenience,mot_car_access,mot_comfort_break,mot_scenery,mot_sustainability,mot_visiting_family,mot_business_flexibility,sat_booking,sat_terminal,sat_boarding,sat_cabin_seating,sat_food,sat_cleanliness,sat_staff,sat_wifi,sat_punctuality,sat_value,overall_satisfaction,nps_band,return_intent,recommend_intent,competitor_likelihood,service_recovery_evaluation,raw_response_id,raw_synthetic_data_notice,raw_raw_defect_type,raw_age_band,raw_gender,raw_residence_region,raw_party_composition,raw_household_income_band,raw_accessibility_needs,raw_route_region,raw_route_corridor,raw_travel_type,raw_direction,raw_trip_purpose,raw_vehicle,raw_sailing_duration_band,raw_accommodation,raw_booking_channel,raw_travel_frequency,raw_completion_seconds,raw_disruption_experienced,raw_mot_price_value,raw_mot_convenience,raw_mot_car_access,raw_mot_comfort_break,raw_mot_scenery,raw_mot_sustainability,raw_mot_visiting_family,raw_mot_business_flexibility,raw_sat_booking,raw_sat_terminal,raw_sat_boarding,raw_sat_cabin_seating,raw_sat_food,raw_sat_cleanliness,raw_sat_staff,raw_sat_wifi,raw_sat_punctuality,raw_sat_value,raw_overall_satisfaction,raw_nps_band,raw_return_intent,raw_recommend_intent,raw_competitor_likelihood,raw_service_recovery_evaluation,motivation_summary,satisfaction_summary,quality_flags,quality_status,rag_included
DFDS-00714,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Denmark,Business colleagues,Upper-middle,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Return,Business,None,Long overnight (8+ hours),Premium cabin,Phone,Once a year,887,Yes,2,3,3,4,5,2,1,4,3,3,3,2,3,3,2,2,2,2,3,Passive (7-8),4,3,3,2,DFDS-00714,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Denmark,Business colleagues,Upper-middle,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Return,Business,None,Long overnight (8+ hours),Premium cabin,Phone,Once a year,887,Yes,2,3,3,4,5,2,1,4,3,3,3,2,3,3,2,2,2,2,3,Passive (7-8),4,3,3,2,Scenery and the crossing,2.5,,usable,true
DFDS-00715,Synthetic simulated survey response - not real passenger data,,18-24,Man,Sweden,Friends,Lower,None,Baltic,Karlshamn-Klaipeda,Motorcycle,Return,Holiday transit,Motorcycle,Overnight (6-8 hours),Reclining seat,Corporate booking,2-3 times a year,619,No,5,3,5,5,3,4,1,2,3,5,3,4,5,3,3,3,4,3,5,Promoter (9-10),5,5,2,Not applicable,DFDS-00715,Synthetic simulated survey response - not real passenger data,,18-24,Man,Sweden,Friends,Lower,None,Baltic,Karlshamn-Klaipeda,Motorcycle,Return,Holiday transit,Motorcycle,Overnight (6-8 hours),Reclining seat,Corporate booking,2-3 times a year,619,No,5,3,5,5,3,4,1,2,3,5,3,4,5,3,3,3,4,3,5,Promoter (9-10),5,5,2,Not applicable,Price and value; Vehicle access; Comfort and a break from driving,3.6,,usable,true
DFDS-00716,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Sweden,Couple,Prefer not to say,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Reclining seat,Phone,First time,393,No,4,3,4,3,4,3,1,2,5,3,4,3,4,5,3,5,3,5,3,Passive (7-8),2,3,2,Not applicable,DFDS-00716,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Sweden,Couple,Prefer not to say,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Reclining seat,Phone,First time,393,No,4,3,4,3,4,3,1,2,5,3,4,3,4,5,3,5,3,5,3,Passive (7-8),2,3,2,Not applicable,No strong stated motivation,4.0,,usable,true
DFDS-00717,Synthetic simulated survey response - not real passenger data,,65+,Woman,Lithuania,Family with children,Lower,Hearing or vision support,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Visiting friends/family,Car,Long overnight (8+ hours),Private cabin,DFDS app,First time,289,No,5,5,4,3,3,2,4,2,3,3,4,5,4,5,3,4,4,3,5,Promoter (9-10),5,5,1,Not applicable,DFDS-00717,Synthetic simulated survey response - not real passenger data,,65+,Woman,Lithuania,Family with children,Lower,Hearing or vision support,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Visiting friends/family,Car,Long overnight (8+ hours),Private cabin,DFDS app,First time,289,No,5,5,4,3,3,2,4,2,3,3,4,5,4,5,3,4,4,3,5,Promoter (9-10),5,5,1,Not applicable,Price and value; Convenience,3.8,,usable,true
DFDS-00718,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Poland,Friends,Prefer not to say,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Private cabin,Phone,Once a year,642,No,4,3,5,3,4,4,3,3,4,3,2,4,2,2,3,2,3,2,3,Passive (7-8),2,4,2,Not applicable,DFDS-00718,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Poland,Friends,Prefer not to say,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Private cabin,Phone,Once a year,642,No,4,3,5,3,4,4,3,3,4,3,2,4,2,2,3,2,3,2,3,Passive (7-8),2,4,2,Not applicable,Vehicle access,2.7,,usable,true
DFDS-00719,Synthetic simulated survey response - not real passenger data,,65+,Woman,Norway,Business colleagues,Lower,None,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,389,No,4,4,4,5,3,3,1,5,4,5,5,3,3,3,4,3,4,4,3,Passive (7-8),4,3,4,Not applicable,DFDS-00719,Synthetic simulated survey response - not real passenger data,,65+,Woman,Norway,Business colleagues,Lower,None,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,389,No,4,4,4,5,3,3,1,5,4,5,5,3,3,3,4,3,4,4,3,Passive (7-8),4,3,4,Not applicable,Comfort and a break from driving; Business flexibility,3.8,,usable,true
DFDS-00720,Synthetic simulated survey response - not real passenger data,,55-64,Woman,United Kingdom,Business colleagues,Lower,Hearing or vision support,English Channel,Dover-Dunkirk,Freight driver,Outbound,Freight work,Van / freight vehicle,Short (under 3 hours),Not applicable,DFDS app,2-3 times a year,454,No,3,3,5,2,3,3,3,5,5,4,4,4,5,5,5,4,4,3,5,Promoter (9-10),4,4,1,Not applicable,DFDS-00720,Synthetic simulated survey response - not real passenger data,,55-64,Woman,United Kingdom,Business colleagues,Lower,Hearing or vision support,English Channel,Dover-Dunkirk,Freight driver,Outbound,Freight work,Van / freight vehicle,Short (under 3 hours),Not applicable,DFDS app,2-3 times a year,454,No,3,3,5,2,3,3,3,5,5,4,4,4,5,5,5,4,4,3,5,Promoter (9-10),4,4,1,Not applicable,Vehicle access; Business flexibility,4.3,,usable,true
DFDS-00721,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Germany,Friends,Higher,Hearing or vision support,English Channel,Dover-Calais,Foot passenger,Outbound,Leisure,None,Short (under 3 hours),Standard seat,DFDS website,Monthly or more,406,No,2,3,2,3,2,3,2,2,4,4,5,5,5,5,5,5,5,3,5,Promoter (9-10),5,4,1,Not applicable,DFDS-00721,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Germany,Friends,Higher,Hearing or vision support,English Channel,Dover-Calais,Foot passenger,Outbound,Leisure,None,Short (under 3 hours),Standard seat,DFDS website,Monthly or more,406,No,2,3,2,3,2,3,2,2,4,4,5,5,5,5,5,5,5,3,5,Promoter (9-10),5,4,1,Not applicable,No strong stated motivation,4.6,,usable,true
DFDS-00722,Synthetic simulated survey response - not real passenger data,,65+,Woman,Denmark,Solo,Lower,Mobility assistance,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Return,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Reclining seat,DFDS app,Once a year,555,No,5,3,5,4,5,2,5,2,5,4,3,3,4,4,5,3,3,4,4,Promoter (9-10),3,3,2,Not applicable,DFDS-00722,Synthetic simulated survey response - not real passenger data,,65+,Woman,Denmark,Solo,Lower,Mobility assistance,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Return,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Reclining seat,DFDS app,Once a year,555,No,5,3,5,4,5,2,5,2,5,4,3,3,4,4,5,3,3,4,4,Promoter (9-10),3,3,2,Not applicable,Price and value; Vehicle access; Scenery and the crossing; Visiting family or friends,3.8,,usable,true
DFDS-00723,Synthetic simulated survey response - not real passenger data,,45-54,Woman,Netherlands,Friends,Prefer not to say,None,English Channel,Newhaven-Dieppe,Car passenger,Outbound,Holiday transit,Car,Medium (3-6 hours),Standard seat,Corporate booking,Once a year,645,No,5,4,4,4,4,3,1,2,2,3,2,4,2,4,4,3,3,4,3,Passive (7-8),2,2,2,Not applicable,DFDS-00723,Synthetic simulated survey response - not real passenger data,,45-54,Woman,Netherlands,Friends,Prefer not to say,None,English Channel,Newhaven-Dieppe,Car passenger,Outbound,Holiday transit,Car,Medium (3-6 hours),Standard seat,Corporate booking,Once a year,645,No,5,4,4,4,4,3,1,2,2,3,2,4,2,4,4,3,3,4,3,Passive (7-8),2,2,2,Not applicable,Price and value,3.1,,usable,true
DFDS-00724,Synthetic simulated survey response - not real passenger data,,18-24,Man,Poland,Business colleagues,Lower,None,Baltic,Karlshamn-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Corporate booking,First time,749,No,3,5,5,5,2,2,3,5,4,5,5,3,5,4,5,4,5,3,5,Promoter (9-10),4,4,1,Not applicable,DFDS-00724,Synthetic simulated survey response - not real passenger data,,18-24,Man,Poland,Business colleagues,Lower,None,Baltic,Karlshamn-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,Corporate booking,First time,749,No,3,5,5,5,2,2,3,5,4,5,5,3,5,4,5,4,5,3,5,Promoter (9-10),4,4,1,Not applicable,Convenience; Vehicle access; Comfort and a break from driving; Business flexibility,4.3,,usable,true
DFDS-00725,Synthetic simulated survey response - not real passenger data,,55-64,Woman,United Kingdom,Solo,Prefer not to say,None,English Channel,Newhaven-Dieppe,Car passenger,Return,Visiting friends/family,Car,Medium (3-6 hours),Not applicable,Travel agent,Once a year,743,No,5,4,5,2,4,2,5,1,2,4,2,4,2,2,3,4,4,4,3,Passive (7-8),2,4,4,Not applicable,DFDS-00725,Synthetic simulated survey response - not real passenger data,,55-64,Woman,United Kingdom,Solo,Prefer not to say,None,English Channel,Newhaven-Dieppe,Car passenger,Return,Visiting friends/family,Car,Medium (3-6 hours),Not applicable,Travel agent,Once a year,743,No,5,4,5,2,4,2,5,1,2,4,2,4,2,2,3,4,4,4,3,Passive (7-8),2,4,4,Not applicable,Price and value; Vehicle access; Visiting family or friends,3.1,,usable,true
DFDS-00726,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,Poland,Family with children,Higher,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,681,No,2,4,4,4,2,3,2,1,4,4,4,5,4,5,4,5,4,2,5,Promoter (9-10),5,4,1,Not applicable,DFDS-00726,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,Poland,Family with children,Higher,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,681,No,2,4,4,4,2,3,2,1,4,4,4,5,4,5,4,5,4,2,5,Promoter (9-10),5,4,1,Not applicable,No strong stated motivation,4.1,,usable,true
DFDS-00727,Synthetic simulated survey response - not real passenger data,,25-34,Woman,United Kingdom,Couple,Lower,Mobility assistance,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Not applicable,Phone,2-3 times a year,666,No,3,5,5,4,2,4,3,3,2,3,3,3,2,3,3,2,3,3,2,Detractor (0-6),2,3,5,Not applicable,DFDS-00727,Synthetic simulated survey response - not real passenger data,,25-34,Woman,United Kingdom,Couple,Lower,Mobility assistance,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Not applicable,Phone,2-3 times a year,666,No,3,5,5,4,2,4,3,3,2,3,3,3,2,3,3,2,3,3,2,Detractor (0-6),2,3,5,Not applicable,Convenience; Vehicle access,2.7,,usable,true
DFDS-00728,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Business colleagues,Upper-middle,Hearing or vision support,North Sea,Harwich-Hook of Holland,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,DFDS app,Once a year,724,No,4,4,5,4,2,4,1,4,4,3,4,3,3,5,5,3,4,5,5,Promoter (9-10),4,5,2,Not applicable,DFDS-00728,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Business colleagues,Upper-middle,Hearing or vision support,North Sea,Harwich-Hook of Holland,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Private cabin,DFDS app,Once a year,724,No,4,4,5,4,2,4,1,4,4,3,4,3,3,5,5,3,4,5,5,Promoter (9-10),4,5,2,Not applicable,Vehicle access,3.9,,usable,true
DFDS-00729,Synthetic simulated survey response - not real passenger data,,55-64,Woman,United Kingdom,Couple,Prefer not to say,None,English Channel,Dover-Dunkirk,Motorcycle,Return,Visiting friends/family,Motorcycle,Short (under 3 hours),Reclining seat,Travel agent,2-3 times a year,375,Yes,4,4,4,3,2,2,5,1,1,3,3,2,1,2,1,2,1,2,2,Detractor (0-6),3,2,5,1,DFDS-00729,Synthetic simulated survey response - not real passenger data,,55-64,Woman,United Kingdom,Couple,Prefer not to say,None,English Channel,Dover-Dunkirk,Motorcycle,Return,Visiting friends/family,Motorcycle,Short (under 3 hours),Reclining seat,Travel agent,2-3 times a year,375,Yes,4,4,4,3,2,2,5,1,1,3,3,2,1,2,1,2,1,2,2,Detractor (0-6),3,2,5,1,Visiting family or friends,1.8,,usable,true
DFDS-00730,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Sweden,Friends,Prefer not to say,None,Baltic,Kiel-Klaipeda,Motorcycle,Return,Visiting friends/family,Motorcycle,Long overnight (8+ hours),Private cabin,DFDS app,2-3 times a year,222,No,5,3,5,3,4,2,5,3,3,2,2,3,3,2,2,4,2,4,4,Promoter (9-10),5,3,1,Not applicable,DFDS-00730,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Sweden,Friends,Prefer not to say,None,Baltic,Kiel-Klaipeda,Motorcycle,Return,Visiting friends/family,Motorcycle,Long overnight (8+ hours),Private cabin,DFDS app,2-3 times a year,222,No,5,3,5,3,4,2,5,3,3,2,2,3,3,2,2,4,2,4,4,Promoter (9-10),5,3,1,Not applicable,Price and value; Vehicle access; Visiting family or friends,2.7,,usable,true
DFDS-00731,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Germany,Solo,Prefer not to say,Mobility assistance,North Sea,IJmuiden-Newcastle,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Private cabin,DFDS app,Monthly or more,359,No,5,3,4,5,3,3,2,1,3,3,3,2,2,4,3,2,4,3,3,Passive (7-8),2,4,4,Not applicable,DFDS-00731,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Germany,Solo,Prefer not to say,Mobility assistance,North Sea,IJmuiden-Newcastle,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Private cabin,DFDS app,Monthly or more,359,No,5,3,4,5,3,3,2,1,3,3,3,2,2,4,3,2,4,3,3,Passive (7-8),2,4,4,Not applicable,Price and value; Comfort and a break from driving,2.9,,usable,true
DFDS-00732,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,United Kingdom,Friends,Upper-middle,Other assistance,English Channel,Dover-Dunkirk,Car passenger,Return,Visiting friends/family,Car,Short (under 3 hours),Reclining seat,DFDS website,2-3 times a year,375,No,3,3,4,2,3,3,4,1,3,4,3,5,4,5,5,4,3,5,4,Promoter (9-10),5,4,2,Not applicable,DFDS-00732,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,United Kingdom,Friends,Upper-middle,Other assistance,English Channel,Dover-Dunkirk,Car passenger,Return,Visiting friends/family,Car,Short (under 3 hours),Reclining seat,DFDS website,2-3 times a year,375,No,3,3,4,2,3,3,4,1,3,4,3,5,4,5,5,4,3,5,4,Promoter (9-10),5,4,2,Not applicable,No strong stated motivation,4.1,,usable,true
DFDS-00733,Synthetic simulated survey response - not real passenger data,,18-24,Woman,United Kingdom,Family with children,Middle,None,North Sea,IJmuiden-Newcastle,Foot passenger,Outbound,Leisure,None,Long overnight (8+ hours),Premium cabin,Corporate booking,2-3 times a year,683,No,5,3,3,3,2,3,3,1,4,4,4,4,3,5,4,4,3,5,5,Promoter (9-10),5,4,1,Not applicable,DFDS-00733,Synthetic simulated survey response - not real passenger data,,18-24,Woman,United Kingdom,Family with children,Middle,None,North Sea,IJmuiden-Newcastle,Foot passenger,Outbound,Leisure,None,Long overnight (8+ hours),Premium cabin,Corporate booking,2-3 times a year,683,No,5,3,3,3,2,3,3,1,4,4,4,4,3,5,4,4,3,5,5,Promoter (9-10),5,4,1,Not applicable,Price and value,4.0,,usable,true
DFDS-00734,Synthetic simulated survey response - not real passenger data,,65+,Woman,Sweden,Solo,Prefer not to say,Mobility assistance,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Visiting friends/family,Car,Long overnight (8+ hours),Premium cabin,DFDS website,Monthly or more,243,No,5,3,5,5,5,3,4,3,3,3,3,4,3,5,5,4,4,4,4,Promoter (9-10),4,3,1,Not applicable,DFDS-00734,Synthetic simulated survey response - not real passenger data,,65+,Woman,Sweden,Solo,Prefer not to say,Mobility assistance,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Visiting friends/family,Car,Long overnight (8+ hours),Premium cabin,DFDS website,Monthly or more,243,No,5,3,5,5,5,3,4,3,3,3,3,4,3,5,5,4,4,4,4,Promoter (9-10),4,3,1,Not applicable,Price and value; Vehicle access; Comfort and a break from driving; Scenery and the crossing,3.8,,usable,true
DFDS-00735,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Netherlands,Solo,Higher,None,North Sea,Harwich-Hook of Holland,Motorcycle,Outbound,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,407,No,4,3,5,3,3,2,5,3,3,4,5,5,5,5,3,5,4,4,5,Promoter (9-10),5,5,1,Not applicable,DFDS-00735,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Netherlands,Solo,Higher,None,North Sea,Harwich-Hook of Holland,Motorcycle,Outbound,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,407,No,4,3,5,3,3,2,5,3,3,4,5,5,5,5,3,5,4,4,5,Promoter (9-10),5,5,1,Not applicable,Vehicle access; Visiting family or friends,4.3,,usable,true
DFDS-00736,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Netherlands,Business colleagues,Higher,Mobility assistance,English Channel,Newhaven-Dieppe,Freight driver,Outbound,Freight work,Van / freight vehicle,Medium (3-6 hours),Reclining seat,Corporate booking,2-3 times a year,746,No,3,5,4,4,4,4,1,5,4,3,2,3,2,3,2,3,4,3,4,Promoter (9-10),4,3,1,Not applicable,DFDS-00736,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Netherlands,Business colleagues,Higher,Mobility assistance,English Channel,Newhaven-Dieppe,Freight driver,Outbound,Freight work,Van / freight vehicle,Medium (3-6 hours),Reclining seat,Corporate booking,2-3 times a year,746,No,3,5,4,4,4,4,1,5,4,3,2,3,2,3,2,3,4,3,4,Promoter (9-10),4,3,1,Not applicable,Convenience; Business flexibility,2.9,,usable,true
DFDS-00737,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,France,Business colleagues,Middle,None,English Channel,Dover-Dunkirk,Freight driver,Outbound,Freight work,Van / freight vehicle,Short (under 3 hours),Not applicable,Corporate booking,First time,368,No,3,4,5,3,2,2,2,5,3,4,4,4,4,3,4,2,3,2,4,Promoter (9-10),3,3,3,Not applicable,DFDS-00737,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,France,Business colleagues,Middle,None,English Channel,Dover-Dunkirk,Freight driver,Outbound,Freight work,Van / freight vehicle,Short (under 3 hours),Not applicable,Corporate booking,First time,368,No,3,4,5,3,2,2,2,5,3,4,4,4,4,3,4,2,3,2,4,Promoter (9-10),3,3,3,Not applicable,Vehicle access; Business flexibility,3.3,,usable,true
DFDS-00738,Synthetic simulated survey response - not real passenger data,missing_values,25-34,Woman,Sweden,Family with children,Middle,Other assistance,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Return,Leisure,None,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,876,No,2,3,3,3,4,,3,2,4,5,3,5,,4,5,5,3,3,3,Passive (7-8),4,4,3,,DFDS-00738,Synthetic simulated survey response - not real passenger data,missing_values,25-34,Woman,Sweden,Family with children,Middle,Other assistance,Norway coastal / overnight,Copenhagen-Oslo,Foot passenger,Return,Leisure,None,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,876,No,2,3,3,3,4,,3,2,4,5,3,5,,4,5,5,3,3,3,Passive (7-8),4,4,3,,No strong stated motivation,4.11,,usable,true
DFDS-00739,Synthetic simulated survey response - not real passenger data,speeding,18-24,Man,Sweden,Solo,Middle,None,Norway coastal / overnight,Copenhagen-Oslo,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS app,2-3 times a year,84,No,4,5,5,5,3,3,1,2,5,5,4,5,3,5,4,3,4,5,5,Promoter (9-10),5,5,1,Not applicable,DFDS-00739,Synthetic simulated survey response - not real passenger data,speeding,18-24,Man,Sweden,Solo,Middle,None,Norway coastal / overnight,Copenhagen-Oslo,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS app,2-3 times a year,84,No,4,5,5,5,3,3,1,2,5,5,4,5,3,5,4,3,4,5,5,Promoter (9-10),5,5,1,Not applicable,Convenience; Vehicle access; Comfort and a break from driving,4.3,speeding,usable_with_caution,true
DFDS-00740,Synthetic simulated survey response - not real passenger data,straight_lining,18-24,Prefer not to say,Sweden,Couple,Middle,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Return,Leisure,Motorcycle,Overnight (6-8 hours),Premium cabin,DFDS app,First time,879,No,4,4,4,5,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,1,Not applicable,DFDS-00740,Synthetic simulated survey response - not real passenger data,straight_lining,18-24,Prefer not to say,Sweden,Couple,Middle,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Return,Leisure,Motorcycle,Overnight (6-8 hours),Premium cabin,DFDS app,First time,879,No,4,4,4,5,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),4,5,1,Not applicable,Comfort and a break from driving,4.0,straight_lining,usable_with_caution,true
